사업소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,면허구분명,업종명,운영여부,차량대수,데이터기준일자,제공기관코드,제공기관명
박종원,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로21번길 45, 104동 205호 (산정동,하남2지구 다사로움1단지 아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
장덕진,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 소촌로152번길 38, 113동 403호 (소촌동,라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
양중호,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 소촌로86번길 20-17, 102동 301호 (소촌동,대성베르힐)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
문재춘,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로 153, 107동 207호 (월계동,첨단대주아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박기화,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로123번길 22, 207동 906호 (신가동,아름마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
유성욱,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 59, 203동 207호 (월계동,첨단호반2차아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
전승헌,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 109, 202동 303호 (월계동,첨단2차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
장충,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 산월로 81, 1105동 905호 (산월동,첨단부영e그린타운1차아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최형규,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로181번길 88-16, 501동 203호 (월계동,첨단5차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김현근,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로181번길 42-14, 101동 101호 (월계동,일신아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
(유)정읍화물,전북특별자치도,정읍시,전북특별자치도 정읍시 천변로 8-33 (농소동),,,,,Y,2,2026-07-06,4691000,전북특별자치도 정읍시
지영훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 용아로297번길 17, 109동 2401호 (산정동,어등산 대방노블랜드 아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최향진,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 하남대로 30, 303동 604호 (하남동,부영사랑으로)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정현용역,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 산월로 64, 1210동 104호 (산월동,첨단6차부영사랑으로)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박현주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 신창로71번길 33, 205동 1703호 (신창동,신창2차부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
국제물류,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 신창로71번길 16, 1103동 303호 (신창동,신창5차부영사랑으로)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이계선,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 금봉로 18, 207동 201호 (소촌동,소촌2차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
윤성필,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 장신로265번길 22, 110동 605호 (신창동,신창부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김창옥,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 사암로 251, 203동 805호 (월곡동,부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
임준영,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로329번길 50, 702동 1103호 (장덕동,신완마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김보현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로394번길 17-16, 1층 (신가동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
문기성,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로34번길 20, 202호 (월계동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
전갑훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 170, 115동 702호 (산월동,첨단1차부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
노민옥,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로76번길 74, 106동 1202호 (신가동,수완1단지 중흥에스-클래스)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정병덕,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로153번길 143, 802동 1804호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김철수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로243번길 20-11, 101호 (신가동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
임민호,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 비아로62번길 7, 105동 902호 (도천동,중흥아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박영준,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로 41, 212동 801호 (산정동,부영 애시앙)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
서남규,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 727-19, 103동 502호 (월계동,첨단삼능아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
윤태정,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 비아로62번길 7, 102동 703호 (도천동,중흥아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김정대,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로329번길 51, 610동 1602호 (장덕동,신완마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김인수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로273번길 76, 203동 1901호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김명정,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 용보로27번길 46, 102동 808호 (송정동,송정동1차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
안상진,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 선운로 65, 310동 2001호 (선암동,선운지구 리버프라임)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박동환,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 송정로 77, 105동 308호 (송정동,금강아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박지훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 장덕로 160, 104동 201호 (수완동,수완 아뜨리움 연립주택)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
제갈종선,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 727-5, 302동 105호 (월계동,첨단3차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
송석봉,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월곡산정로 80, 9동 1405호 (월곡동,하남금호아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
조문수,전남광주통합특별시,광산구,전남광주통합특별시 광산구 사암로92번길 69-30 (우산동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이동채,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월곡중앙로13번길 8-5, 101호 (월곡동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최용준,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로 63, 909동 1502호 (월곡동,영천마을주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
서정안,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로 15, 201동 1004호 (산정동,하남2지구 다사로움2단지 아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이홍성,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로153번길 143, 805동 903호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김재철,전남광주통합특별시,광산구,전남광주통합특별시 광산구 산정로5번길 11 (산정동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김진영,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 비아로62번길 12, 108동 501호 (도천동,중흥아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박기현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월곡산정로 12, 202동 1212호 (우산동, 하남주공아파트1차/2차아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
전대관,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 117-35, 108동 410호 (월계동,호반아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이형진,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 154-24, 105동 503호 (운남동,우방아이유쉘)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이금석,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로 280, 103동 203호 (신가동,호반리젠시빌아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김성일,전남광주통합특별시,광산구,전남광주통합특별시 광산구 비아로 165 (비아동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
유현철,전남광주통합특별시,광산구,전남광주통합특별시 광산구 비아동원촌길 82 (비아동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이기엽,전남광주통합특별시,광산구,전남광주통합특별시 광산구 신가로54번길 38 (신가동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박삼수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 하남대로 248-10, 504동 1802호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
윤성현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 신창로71번길 33, 201동 901호 (신창동,신창2차부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김영채,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 왕버들로252번길 46, 102동 702호 (신창동,신창지구도시공사아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
유세진,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 사암로 271, 102동 203호 (월곡동,일신아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정상훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 장덕로6번길 59, 105동 701호 (장덕동,장덕마을 부영사랑으로)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
문성근,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 사암로340번길 30, 1003동 1101호 (월곡동,영천마을주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박종철,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로329번길 50, 711동 204호 (장덕동,신완마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최화운,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 117-35, 101동 506호 (월계동,호반아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
나현민,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 소촌로86번길 17, 104동 302호 (소촌동,모아드림타운아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박종현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 선운로 55, 305동 2301호 (선암동,선운지구 이지더원3단지)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김형남,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 장신로265번길 22, 106동 1203호 (신창동,신창부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
오정원,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로258번길 46, 101동 901호 (신창동,해광샹그릴라아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박정주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로 63, 902동 1202호 (월곡동,영천마을주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
형윤성,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로358번길 21, 208동 203호 (수완동,해솔마을 대방노블랜드2차 아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
조강석,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 선운로 33, 105동 1903호 (선암동,선운지구 진아리채)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
신동민,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 우산로 47, 105동 1208호 (우산동,리버힐아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
강동현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로68번길 100, 308동 605호 (산월동,첨단3-2차호반리젠시빌)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최황제,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 사암로340번길 30, 1011동 901호 (월곡동,영천마을주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김성탁,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 선운로 65, 303동 1502호 (선암동,선운지구 리버프라임)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정경수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 비아로62번길 12, 109동 1508호 (도천동,중흥아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김재현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 왕버들로132번길 22, 203동 502호 (수완동,수완2차 우미린아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이경훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 170, 109동 1402호 (산월동,첨단1차부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
조은석,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로153번길 134, 612동 1901호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
신광수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 142-12, 113동 1810호 (운남동,삼성아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
강미정,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 신가삼효로 30-2, 401호 (신가동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김정섭,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 송정로65번길 28, 901동 202호 (송정동,대덕훼미리APT)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
권재명,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 장덕로6번길 35, 105동 303호 (장덕동,진흥 수완 더루벤스)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
양계열,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로153번길 56, 709동 1405호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최승규,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로153번길 56, 707동 1511호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김한수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 727-19, 102동 201호 (월계동,첨단삼능아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이수원,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로181번길 42-4, 101동 105호 (월계동,첨단금광아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
문만옥,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로68번길 131, 307동 101호 (산월동,첨단3차부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김영주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 117-32, 107동 202호 (월계동,첨단1차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
양재학,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 용아로399번길 40, 102호 (하남동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
안민주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로 42, 109동 1602호 (산정동,부영 애시앙)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정우성,전남광주통합특별시,광산구,전남광주통합특별시 광산구 사암로95번길 33 (소촌동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최정한,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로94번길 31, 103동 904호 (신가동,수완 대성베르힐 아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
퍼니매직,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 비아로 177-11, 103동 503호 (비아동,해성행복애가)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최상훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 소촌로152번길 38, 113동 105호 (소촌동,라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
용달화물,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월곡산정로 108, 105동 107호 (월곡동,한성아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최현준,전남광주통합특별시,광산구,전남광주통합특별시 광산구 사암로 32-12 (신촌동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
육찬현,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로273번길 76, 103동 706호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
문태주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 용아로 175, 102동 204호 (우산동,국제미소래아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박인태,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 금봉로 36, 601동 803호 (소촌동,대덕무지개아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이종환,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월계로 170, 113동 1504호 (산월동,첨단1차부영아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이영인,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로329번길 50, 704동 1504호 (장덕동,신완마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김태선,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 142-12, 120동 1102호 (운남동,삼성아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
염승필,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 송도로182번길 15-11, 101동 301호 (도산동,카이스트빌)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김완수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 신창로 20, 101동 1301호 (신창동,삼능아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이승아,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로123번길 70, 101동 406호 (신가동,아름마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박준,전남광주통합특별시,광산구,전남광주통합특별시 광산구 하남지실길 255-115 (산정동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박기태,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 임방울대로 142-12, 118동 906호 (운남동,삼성아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최정훈,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수완로9번길 10, 302호 (신가동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
오진복,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단중앙로68번길 134, 319동 1303호 (산월동,첨단3-3차호반리젠시빌)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정연대,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 월곡산정로 80, 3동 702호 (월곡동,하남금호아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
배희선,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단내촌로 101, 804동 501호 (월계동,첨단8차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
기우신,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 사암로 271, 102동 1801호 (월곡동,일신아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
전군의,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로 307-11, 305동 403호 (운남동, 운남주공3단지아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김진수,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로145번길 43, 407동 1503호 (흑석동,장자울마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김중엽,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수등로123번길 22, 207동 1205호 (신가동,아름마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
안준동,전남광주통합특별시,광산구,전남광주통합특별시 광산구 산정로5번길 8 (산정동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박성암,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 사암로118번길 10, 503호 (우산동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이천태,전남광주통합특별시,광산구,전남광주통합특별시 광산구 월곡중앙로 18 (월곡동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김종석,전남광주통합특별시,광산구,전남광주통합특별시 광산구 첨단내촌로70번길 20 (월계동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김순정,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 비아로62번길 7, 102동 1403호 (도천동,중흥아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
이동욱,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 첨단내촌로70번길 50-19, 202호 (월계동)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
최홍주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 신창로161번길 34, 317동 1205호 (신창동,신창3차부영사랑으로)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
박덕재,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로 294-8, 204동 501호 (장덕동,고실마을 부영사랑으로)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김성순,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로273번길 76, 207동 401호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
권재환,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 풍영로329번길 51, 602동 1306호 (장덕동,신완마을 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
강경원,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 금봉로 18, 203동 605호 (소촌동,소촌2차라인아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
권혁태,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 산정공원로71번길 27, 1동 1406호 (산정동,태양아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
김동욱,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 선운중앙로 68, 104동 506호 (선암동,선운지구 휴먼시아)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
강영주,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 수완로33번길 22, 101동 106호 (수완동,수완1차 우미린아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
배성연,전남광주통합특별시,광산구,"전남광주통합특별시 광산구 목련로 307-11, 302동 1904호 (운남동,주공아파트)",,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
정창길,전남광주통합특별시,광산구,전남광주통합특별시 광산구 도천북길 171-1 (도천동),,,,개인화물자동차운송사업,Y,1,2026-07-29,5825000,전남광주통합특별시 광산구
